,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2010-09-28,206.45080521587636,207.20837733174181,203.31810298540245,204.44424438476562,19682506.0,331.01677944935426,332.8234594769004,327.0277546751585,329.0133361816406,2521714.0,258.78170242717823,259.04690855913685,256.7285583418056,258.0631103515625,6209144,107.80791030188394,108.85591775804221,107.07385975362577,108.35623168945312,18864220
2010-09-29,204.7513916736326,206.59415634455993,203.7276365604347,204.54664611816406,17790040.0,330.9274142526825,335.30996649548837,327.31405338276954,329.2638244628906,3370194.0,258.86723548371947,263.40126174962734,256.8654284677527,259.29925537109375,8972920,109.39981221049479,109.39981221049479,107.28610573627282,108.02236938476562,15595720
2010-09-30,205.16088691581024,205.16088691581024,200.2673316883077,202.14080810546875,28981699.0,330.9273649715295,332.71616153894325,327.40344446808285,331.625,7560924.0,260.6595278440846,263.05914470708245,257.28039411532694,260.9632263183594,13665816,107.45416046654805,110.50532528700496,107.30823425375625,110.07860565185547,36959780
2010-10-01,203.11340717629346,206.79892323036412,202.70390235519025,206.36895751953125,19104034.0,331.64275114831275,345.59535880180164,329.8539552953014,344.0212097167969,3326156.0,261.0059886229828,266.0575836320356,258.89296496695044,265.3817443847656,8086512,110.19577164708346,110.7264080487892,108.88465582290272,110.58269500732422,17730260
2010-10-04,207.81241324365908,210.033956976693,207.81241324365908,208.40618896484375,21163057.0,345.86378811049445,348.8153022060844,340.9445979511779,341.9463195800781,2140956.0,266.22428430183965,270.5016667617021,261.99395722616697,263.3541564941406,7636640,110.58271059045366,111.54891255231084,109.80665735821948,110.28422546386719,13980460
2010-10-05,208.0273958741713,211.26247100940705,206.59413612240118,209.6346893310547,22938984.0,339.8713145749063,345.5775794341584,338.4939500870391,339.96075439453125,2211664.0,263.0591077228677,266.13882410596466,262.63136933632643,263.888916015625,5189152,109.72705042085093,110.97847201499555,107.78358763133545,108.24126434326172,17196660
2010-10-06,210.89395818868783,214.37472867302458,210.26947051093867,213.95498657226562,28137687.0,339.8713141832687,346.275213995395,339.8713141832687,343.3236999511719,1838960.0,265.7110888987911,267.1568363083343,263.1959955100996,265.52288818359375,5788528,108.55964552965466,109.66514090164708,108.33854645525618,108.63703155517578,8219880
2010-10-07,213.95494647939807,216.16626663615975,211.4057961839083,212.76739501953125,31547758.0,343.4489559726677,345.5955119474969,335.7213631976413,339.4420471191406,1972940.0,264.2568005692204,264.9839558961347,260.23605934981174,261.215576171875,6833672,108.64808497054076,109.22294391959927,107.30159240275941,107.61112976074219,9012840
2010-10-08,214.31328430156665,215.97177798672627,211.00654787703593,214.91729736328125,20865341.0,337.7426016938733,341.55274628390487,310.8927754536876,337.2238464355469,2695996.0,261.7759176700971,263.970207449242,259.81260246470447,263.17034912109375,6548160,107.68188434486134,108.2501105981632,105.68535992824707,106.38182067871094,14906860
2010-10-11,216.21747316402897,219.54468415210843,215.62369737877833,218.92019653320312,25796876.0,337.22395712228075,341.2845388769841,332.3763222603521,336.61578369140625,3065370.0,263.51251671391225,264.94115875934364,261.66039695386064,263.0120544433594,4493832,107.93172831410759,107.93172831410759,104.65282516057825,105.61903381347656,19820040
